idade,sexo,estado,presença,cargo,especialidade,algoritmos_e_estruturas_de_dados,analise_combinatoria,analise_de_algoritmos,arquitetura_e_organizacao_de_computadores,banco_de_dados,calculo_diferencial_e_integral,circuitos_digitais,compiladores,computacao_grafica,engenharia_de_software,geometria_analitica,inteligencia_artificial,linguagens_de_programacao,linguagens_formais_automatos_e_computabilidade,logica_matematica,matematica_discreta,organizacao_de_arquivos_e_dados,probabilidade_e_estatistica,processamento_de_imagens,redes_de_computadores,sistemas_distribuidos,sistemas_operacionais,teoria_dos_grafos,tecnicas_de_programacao,algebra_linear,ano,matematica,fund_computacao,tec_computacao
1992-12-22,feminino,pr,s,mestrado/doutorado,banco de dados,2.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,2016,10.0,17.0,6.0
1986-07-30,feminino,sp,n,mestrado/doutorado,sistemas inteligentes,,,,,,,,,,,,,,,,,,,,,,,,,,2016,0.0,0.0,0.0
1980-05-07,feminino,pa,s,mestrado/doutorado,redes de computadores,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,1.0,2016,5.0,10.0,6.0
1991-07-04,feminino,mg,n,mestrado/doutorado,sistemas de computação,,,,,,,,,,,,,,,,,,,,,,,,,,2016,0.0,0.0,0.0
1985-12-01,masculino,mt,s,mestrado/doutorado,sistemas inteligentes,2.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,2.0,2.0,2016,7.0,12.0,8.0
1986-09-03,masculino,df,n,mestrado/doutorado,engenharia de software,,,,,,,,,,,,,,,,,,,,,,,,,,2016,0.0,0.0,0.0
1978-11-22,masculino,pa,s,mestrado/doutorado,informática na educação,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,2016,4.0,9.0,2.0
1995-01-25,masculino,mg,s,mestrado/doutorado,ciência de dados,2.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,2.0,3.0,2.0,2016,6.0,12.0,6.0
1990-07-30,masculino,rs,s,mestrado/doutorado,metodologias e técnicas de computação,2.0,0.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,3.0,1.0,2016,2.0,17.0,6.0
1981-01-31,masculino,al,s,mestrado/doutorado,sistemas de computação,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,3.0,3.0,2016,8.0,9.0,6.0
1991-12-12,masculino,sp,s,mestrado/doutorado,aprendizado de máquina,3.0,2.0,1.0,3.0,1.0,0.0,2.0,1.0,0.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,2016,6.0,17.0,8.0
1993-08-18,masculino,sp,s,mestrado/doutorado,engenharia de software,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,3.0,2016,11.0,9.0,2.0
1993-03-10,masculino,rn,n,mestrado/doutorado,engenharia de software,,,,,,,,,,,,,,,,,,,,,,,,,,2016,0.0,0.0,0.0
1989-03-14,masculino,sc,s,mestrado/doutorado,redes de computadores,1.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2016,6.0,15.0,8.0
1982-05-08,masculino,rn,s,mestrado/doutorado,inteligência artificial,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2016,3.0,7.0,2.0
1992-03-09,masculino,pb,n,mestrado/doutorado,sistemas de computação,,,,,,,,,,,,,,,,,,,,,,,,,,2016,0.0,0.0,0.0
1985-08-01,masculino,rs,s,mestrado/doutorado,sistemas embarcados,3.0,2.0,1.0,2.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,3.0,3.0,1.0,0.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,3.0,2.0,2016,8.0,22.0,9.0
1974-05-05,masculino,rj,s,mestrado/doutorado,sistemas de informação,0.0,3.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,3.0,0.0,1.0,2.0,0.0,2016,5.0,11.0,8.0
1993-10-01,masculino,sc,s,mestrado/doutorado,engenharia de software,0.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,2.0,3.0,1.0,2016,5.0,11.0,6.0
1988-09-16,masculino,rs,s,mestrado/doutorado,modelagem computacional,3.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,2.0,1.0,2.0,3.0,2.0,2.0,3.0,2.0,2016,8.0,19.0,8.0
1983-04-06,masculino,sp,s,mestrado/doutorado,otimização,0.0,3.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,2.0,2.0,3.0,1.0,1.0,0.0,1.0,2.0,0.0,2.0,1.0,2.0,3.0,3.0,0.0,2016,8.0,16.0,8.0
1982-04-24,masculino,sp,n,mestrado/doutorado,inteligência artificial,,,,,,,,,,,,,,,,,,,,,,,,,,2016,0.0,0.0,0.0
1995-03-11,masculino,pr,s,mestrado/doutorado,banco de dados,2.0,1.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,3.0,3.0,3.0,2016,11.0,18.0,7.0
1996-04-13,masculino,ms,s,mestrado/doutorado,engenharia de software,2.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,2.0,0.0,0.0,2.0,0.0,2016,6.0,12.0,6.0
1985-04-20,masculino,sp,s,mestrado/doutorado,inteligência artificial,0.0,1.0,2.0,1.0,1.0,3.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,2016,11.0,16.0,6.0
1987-03-03,feminino,sp,n,mestrado/doutorado,inteligência artificial,,,,,,,,,,,,,,,,,,,,,,,,,,2016,0.0,0.0,0.0
1982-01-16,masculino,sp,s,mestrado/doutorado,engenharia de software,3.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,3.0,2016,10.0,14.0,5.0
1995-05-19,masculino,pr,s,mestrado/doutorado,redes de computadores,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,3.0,0.0,2.0,3.0,3.0,2016,11.0,11.0,9.0
1987-08-28,masculino,sp,s,mestrado/doutorado,computação aplicada,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,2016,10.0,16.0,7.0
1986-03-21,masculino,pb,s,mestrado/doutorado,sistemas de computação,3.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,2.0,3.0,3.0,3.0,2016,10.0,18.0,5.0
1976-07-06,masculino,pr,s,mestrado/doutorado,redes de computadores,0.0,1.0,1.0,0.0,0.0,2.0,3.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,3.0,2.0,3.0,3.0,2.0,2016,9.0,15.0,8.0
1995-07-07,masculino,ma,s,mestrado/doutorado,modelagem computacional,3.0,0.0,2.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,2.0,3.0,3.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,3.0,2.0,1.0,2016,9.0,20.0,10.0
1991-10-05,masculino,sp,s,mestrado/doutorado,sistemas embarcados,0.0,2.0,2.0,1.0,0.0,3.0,1.0,0.0,0.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,3.0,2016,13.0,15.0,8.0
1991-09-16,masculino,mg,s,mestrado/doutorado,engenharia de software,1.0,0.0,1.0,2.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,2.0,2.0,0.0,1.0,2.0,0.0,2.0,2.0,1.0,2016,4.0,16.0,6.0
1992-03-27,masculino,sc,s,mestrado/doutorado,inteligência artificial,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,2.0,3.0,2.0,2016,8.0,16.0,11.0
1989-01-29,masculino,sp,n,mestrado/doutorado,inteligência artificial,,,,,,,,,,,,,,,,,,,,,,,,,,2016,0.0,0.0,0.0
1993-01-22,masculino,rs,s,mestrado/doutorado,redes de computadores,1.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,0.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,3.0,1.0,2016,11.0,19.0,10.0
1975-09-15,masculino,sp,s,mestrado/doutorado,ciência de dados,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,2.0,2.0,2016,5.0,12.0,7.0
1994-08-08,masculino,pi,s,mestrado/doutorado,sistemas de computação,3.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2016,6.0,18.0,8.0
1981-02-21,masculino,pr,n,mestrado/doutorado,engenharia de software,,,,,,,,,,,,,,,,,,,,,,,,,,2016,0.0,0.0,0.0
1974-05-09,masculino,rs,s,mestrado/doutorado,engenharia de software,0.0,2.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,2.0,0.0,3.0,0.0,2016,5.0,12.0,10.0
1993-05-27,masculino,go,s,mestrado/doutorado,engenharia de software,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,3.0,1.0,0.0,3.0,1.0,2016,7.0,11.0,8.0
1988-01-13,masculino,pr,s,mestrado/doutorado,sistemas embarcados,3.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,2.0,2.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,0.0,3.0,2.0,3.0,2.0,1.0,2016,10.0,22.0,9.0
1992-02-20,masculino,sp,s,mestrado/doutorado,ciência de dados,2.0,1.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,2.0,3.0,2.0,2016,7.0,14.0,7.0
1995-03-26,masculino,pi,s,mestrado/doutorado,Demais áreas,2.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,0.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,2016,8.0,15.0,8.0
1972-08-17,masculino,ma,s,mestrado/doutorado,sistemas de computação,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,0.0,1.0,3.0,0.0,1.0,3.0,2.0,2016,7.0,13.0,6.0
1980-05-02,masculino,sp,n,mestrado/doutorado,robótica,,,,,,,,,,,,,,,,,,,,,,,,,,2016,0.0,0.0,0.0
1994-01-18,masculino,ms,s,mestrado/doutorado,aplicações computacionais,1.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,3.0,1.0,2016,6.0,12.0,5.0
1991-11-10,masculino,sp,s,mestrado/doutorado,engenharia de software,0.0,1.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,3.0,0.0,2.0,3.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,3.0,0.0,3.0,3.0,2.0,2016,7.0,16.0,10.0
1971-10-02,masculino,es,s,mestrado/doutorado,sistemas de informação,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,1.0,0.0,2.0,0.0,1.0,3.0,0.0,2.0,3.0,2.0,2016,11.0,12.0,7.0
1993-05-20,masculino,ce,n,mestrado/doutorado,sistemas de informação,,,,,,,,,,,,,,,,,,,,,,,,,,2016,0.0,0.0,0.0
1986-10-04,masculino,sp,s,mestrado/doutorado,aplicações computacionais,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,2.0,0.0,2016,5.0,9.0,4.0
1991-05-29,masculino,sp,s,mestrado/doutorado,inteligência artificial,0.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,3.0,2.0,2.0,2016,9.0,11.0,9.0
1978-03-02,masculino,rj,s,mestrado/doutorado,inteligência artificial,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,2.0,2016,9.0,12.0,3.0
1995-02-17,masculino,rs,s,mestrado/doutorado,engenharia de software,1.0,3.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,2.0,2.0,2016,10.0,11.0,5.0
1987-12-17,masculino,al,s,mestrado/doutorado,sistemas de computação,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,3.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,3.0,2016,8.0,13.0,4.0
1995-01-15,masculino,ce,s,mestrado/doutorado,linguagens de programação,3.0,1.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,0.0,2.0,1.0,1.0,3.0,1.0,3.0,3.0,3.0,2016,15.0,22.0,10.0
1986-10-12,masculino,sc,n,mestrado/doutorado,inteligência artificial,,,,,,,,,,,,,,,,,,,,,,,,,,2016,0.0,0.0,0.0
1989-02-07,masculino,sc,s,mestrado/doutorado,engenharia de software,2.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,3.0,0.0,2016,3.0,13.0,4.0
1991-11-08,masculino,sp,s,mestrado/doutorado,robótica,1.0,2.0,2.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,1.0,2.0,0.0,2.0,1.0,2.0,2.0,0.0,1.0,2.0,3.0,2016,11.0,15.0,7.0
1989-11-13,masculino,ms,s,mestrado/doutorado,aplicações computacionais,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,2016,4.0,6.0,10.0
1989-12-15,feminino,mg,n,mestrado/doutorado,banco de dados,,,,,,,,,,,,,,,,,,,,,,,,,,2016,0.0,0.0,0.0
1991-07-15,feminino,pr,s,mestrado/doutorado,inteligência artificial,3.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,2016,6.0,10.0,6.0
1983-09-07,feminino,go,s,mestrado/doutorado,metodologias e técnicas de computação,1.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,2.0,1.0,2016,4.0,12.0,6.0
1984-08-07,feminino,sp,s,mestrado/doutorado,inteligência artificial,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,0.0,2.0,3.0,1.0,2.0,3.0,3.0,2016,11.0,18.0,10.0
1989-11-07,feminino,ms,s,mestrado/doutorado,aprendizado de máquina,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,2016,9.0,13.0,7.0
1986-04-05,feminino,ms,s,mestrado/doutorado,sistemas de informação,0.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2016,6.0,8.0,5.0
1978-10-06,masculino,go,s,mestrado/doutorado,engenharia de software,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,2.0,0.0,2.0,1.0,1.0,3.0,3.0,0.0,2016,4.0,16.0,8.0
1984-06-30,masculino,pa,s,mestrado/doutorado,engenharia de software,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,3.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,2.0,1.0,2016,3.0,14.0,7.0
1995-06-16,feminino,pr,s,mestrado/doutorado,Demais áreas,3.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,3.0,2.0,2.0,2016,8.0,19.0,12.0
1993-04-10,masculino,rs,s,mestrado/doutorado,sistemas embarcados,2.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,2.0,2.0,2016,5.0,12.0,5.0
1989-12-22,masculino,mg,s,mestrado/doutorado,Demais áreas,0.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,2.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,2016,4.0,10.0,8.0
1994-04-28,masculino,rn,s,mestrado/doutorado,aplicações computacionais,1.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,0.0,0.0,1.0,2.0,2.0,2.0,3.0,1.0,2016,5.0,18.0,5.0
1994-12-21,masculino,al,n,mestrado/doutorado,sistemas de computação,,,,,,,,,,,,,,,,,,,,,,,,,,2016,0.0,0.0,0.0
1992-11-27,masculino,rn,s,mestrado/doutorado,sistemas de computação,2.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,2.0,1.0,2016,5.0,14.0,8.0
1994-02-23,masculino,pr,s,mestrado/doutorado,Demais áreas,3.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,0.0,1.0,0.0,2.0,3.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2016,11.0,21.0,12.0
1991-09-21,masculino,pb,s,mestrado/doutorado,sistemas de computação,1.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,0.0,2016,4.0,15.0,8.0
1994-03-12,masculino,se,n,mestrado/doutorado,engenharia de software,,,,,,,,,,,,,,,,,,,,,,,,,,2016,0.0,0.0,0.0
1984-05-16,masculino,ma,s,mestrado/doutorado,modelagem computacional,2.0,2.0,1.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,2.0,2.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,2.0,2016,7.0,14.0,7.0
1988-03-25,masculino,pr,s,mestrado/doutorado,engenharia de software,1.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0,2.0,2016,7.0,11.0,3.0
1988-02-17,masculino,ms,s,mestrado/doutorado,arquitetura de computadores,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0,2.0,2016,7.0,8.0,6.0
1989-09-05,masculino,pi,s,mestrado/doutorado,computação aplicada,3.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,3.0,0.0,2016,5.0,16.0,5.0
1983-07-29,masculino,rs,s,mestrado/doutorado,aplicações computacionais,3.0,1.0,2.0,0.0,0.0,2.0,1.0,0.0,1.0,2.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,2.0,3.0,3.0,2016,8.0,14.0,9.0
1989-09-22,masculino,pr,s,mestrado/doutorado,inteligência artificial,1.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,2.0,3.0,0.0,2016,7.0,13.0,7.0
1992-09-28,masculino,pr,s,mestrado/doutorado,redes de computadores,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,2.0,3.0,1.0,2016,6.0,15.0,7.0
1992-01-27,masculino,pb,s,mestrado/doutorado,sistemas de computação,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,3.0,3.0,1.0,2016,3.0,16.0,6.0
1989-12-19,feminino,sp,s,mestrado/doutorado,engenharia de software,2.0,1.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,0.0,0.0,2.0,2.0,2016,9.0,13.0,6.0
1995-06-28,masculino,ce,s,mestrado/doutorado,linguagens de programação,1.0,1.0,3.0,1.0,2.0,0.0,3.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,2016,7.0,17.0,5.0
1993-04-19,masculino,ba,s,mestrado/doutorado,tecnologia da informação,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,2016,8.0,13.0,8.0
1978-09-10,masculino,pa,s,mestrado/doutorado,sistemas de informação,0.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,2016,8.0,13.0,4.0
1988-08-30,masculino,rj,s,mestrado/doutorado,sistemas de computação,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,0.0,2.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,2016,11.0,10.0,6.0
1950-12-29,masculino,pi,s,mestrado/doutorado,computação aplicada,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,2016,5.0,8.0,3.0
1995-05-03,masculino,rs,s,mestrado/doutorado,inteligência artificial,2.0,1.0,2.0,0.0,1.0,3.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,3.0,3.0,3.0,2016,13.0,17.0,12.0
1991-11-12,masculino,ms,n,mestrado/doutorado,engenharia de software,,,,,,,,,,,,,,,,,,,,,,,,,,2016,0.0,0.0,0.0
1987-10-22,masculino,df,n,mestrado/doutorado,visão computacional,,,,,,,,,,,,,,,,,,,,,,,,,,2016,0.0,0.0,0.0
1981-02-22,masculino,sp,s,mestrado/doutorado,engenharia de software,2.0,3.0,1.0,2.0,0.0,3.0,3.0,1.0,0.0,2.0,0.0,2.0,3.0,2.0,2.0,3.0,0.0,2.0,1.0,2.0,3.0,1.0,3.0,3.0,1.0,2016,14.0,20.0,11.0
1978-06-13,masculino,go,n,mestrado/doutorado,inteligência artificial,,,,,,,,,,,,,,,,,,,,,,,,,,2016,0.0,0.0,0.0
1993-01-21,masculino,mg,s,mestrado/doutorado,aplicações computacionais,0.0,3.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,0.0,2.0,1.0,2016,9.0,10.0,8.0
1992-09-07,masculino,pb,n,mestrado/doutorado,engenharia de software,,,,,,,,,,,,,,,,,,,,,,,,,,2016,0.0,0.0,0.0
1992-09-07,masculino,rj,s,mestrado/doutorado,inteligência artificial,1.0,1.0,1.0,1.0,0.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,2.0,2016,12.0,19.0,7.0
1982-11-17,masculino,mg,s,mestrado/doutorado,redes de computadores,3.0,2.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,3.0,2.0,2.0,2016,8.0,17.0,5.0
