idade,sexo,estado,presença,cargo,especialidade,algoritmos_e_estruturas_de_dados,analise_combinatoria,analise_de_algoritmos,arquitetura_e_organizacao_de_computadores,banco_de_dados,calculo_diferencial_e_integral,circuitos_digitais,compiladores,computacao_grafica,engenharia_de_software,geometria_analitica,inteligencia_artificial,linguagens_de_programacao,linguagens_formais_automatos_e_computabilidade,logica_matematica,matematica_discreta,organizacao_de_arquivos_e_dados,probabilidade_e_estatistica,processamento_de_imagens,redes_de_computadores,sistemas_distribuidos,sistemas_operacionais,teoria_dos_grafos,tecnicas_de_programacao,algebra_linear,ano,matematica,fund_computacao,tec_computacao
1983-08-07,masculino,mg,n,mestrado/doutorado,engenharia de software,,,,,,,,,,,,,,,,,,,,,,,,,,2017,0.0,0.0,0.0
1996-02-12,masculino,sp,s,mestrado/doutorado,engenharia de software,2.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,2017,7.0,11.0,4.0
1980-06-11,masculino,ms,n,mestrado/doutorado,inteligência artificial,,,,,,,,,,,,,,,,,,,,,,,,,,2017,0.0,0.0,0.0
1991-06-28,masculino,sp,s,mestrado/doutorado,inteligência artificial,3.0,0.0,3.0,0.0,1.0,1.0,2.0,0.0,1.0,3.0,1.0,1.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,2017,9.0,19.0,11.0
1994-01-07,masculino,rs,s,mestrado/doutorado,sistemas embarcados,2.0,3.0,3.0,2.0,1.0,2.0,3.0,0.0,2.0,2.0,0.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,2.0,2017,14.0,23.0,13.0
1989-04-22,masculino,sp,s,mestrado/doutorado,aprendizado de máquina,2.0,2.0,3.0,1.0,3.0,3.0,2.0,0.0,1.0,2.0,1.0,1.0,3.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,2.0,2017,11.0,20.0,11.0
1981-02-09,masculino,ms,s,mestrado/doutorado,computação aplicada,2.0,2.0,3.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2017,8.0,18.0,12.0
1990-01-26,masculino,go,s,mestrado/doutorado,metodologias e técnicas de computação,2.0,2.0,3.0,2.0,2.0,1.0,3.0,0.0,0.0,2.0,0.0,1.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,1.0,2.0,1.0,2.0,3.0,2.0,2017,10.0,20.0,8.0
1981-10-09,masculino,pr,s,mestrado/doutorado,sistemas de informação,3.0,2.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,3.0,0.0,2017,5.0,16.0,8.0
1991-08-05,masculino,sc,s,mestrado/doutorado,engenharia de software,2.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0,3.0,2017,9.0,17.0,10.0
1990-11-02,masculino,sp,s,mestrado/doutorado,computação aplicada,2.0,1.0,3.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,2017,10.0,20.0,11.0
1995-01-25,masculino,mg,s,mestrado/doutorado,aplicações computacionais,3.0,2.0,3.0,1.0,2.0,1.0,3.0,0.0,2.0,1.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,1.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,2017,10.0,20.0,14.0
1990-07-27,masculino,rs,s,mestrado/doutorado,inteligência artificial,3.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,2017,4.0,10.0,9.0
1991-10-27,masculino,ma,n,mestrado/doutorado,metodologias e técnicas de computação,,,,,,,,,,,,,,,,,,,,,,,,,,2017,0.0,0.0,0.0
1982-11-05,masculino,sp,s,mestrado/doutorado,redes de computadores,1.0,1.0,3.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,3.0,2017,8.0,16.0,5.0
1983-01-03,masculino,rs,s,mestrado/doutorado,computação gráfica,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,2.0,1.0,2017,8.0,10.0,8.0
1978-05-31,masculino,mg,n,mestrado/doutorado,aplicações computacionais,,,,,,,,,,,,,,,,,,,,,,,,,,2017,0.0,0.0,0.0
1987-03-04,masculino,rs,s,mestrado/doutorado,sistemas embarcados,1.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0,2.0,1.0,2017,7.0,13.0,4.0
1987-04-29,masculino,rs,s,mestrado/doutorado,computação aplicada,1.0,0.0,3.0,3.0,2.0,1.0,3.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,0.0,3.0,2.0,2017,9.0,19.0,11.0
1986-02-07,masculino,sp,n,mestrado/doutorado,engenharia de software,,,,,,,,,,,,,,,,,,,,,,,,,,2017,0.0,0.0,0.0
1987-12-05,masculino,mg,s,mestrado/doutorado,Demais áreas,2.0,2.0,2.0,0.0,1.0,2.0,2.0,0.0,1.0,1.0,2.0,2.0,3.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2017,12.0,15.0,9.0
1989-10-16,masculino,rs,s,mestrado/doutorado,processamento paralelo e distribuído,2.0,0.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,2.0,2.0,2017,6.0,14.0,7.0
1994-06-06,masculino,pb,s,mestrado/doutorado,modelagem computacional,1.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0,1.0,2.0,2.0,1.0,2017,9.0,11.0,8.0
1986-10-03,masculino,sp,s,mestrado/doutorado,redes de computadores,1.0,1.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,2017,8.0,12.0,9.0
1985-12-15,masculino,sc,s,mestrado/doutorado,tecnologia da informação,2.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,3.0,0.0,2017,5.0,14.0,7.0
1980-09-20,feminino,sp,s,mestrado/doutorado,redes de computadores,3.0,1.0,2.0,1.0,0.0,2.0,3.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,2017,6.0,16.0,4.0
1986-02-03,masculino,rj,n,mestrado/doutorado,sistemas de computação,,,,,,,,,,,,,,,,,,,,,,,,,,2017,0.0,0.0,0.0
1993-07-06,masculino,mg,n,mestrado/doutorado,inteligência artificial,,,,,,,,,,,,,,,,,,,,,,,,,,2017,0.0,0.0,0.0
1989-04-13,masculino,pa,s,mestrado/doutorado,redes de computadores,1.0,0.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,0.0,2.0,2.0,2017,5.0,11.0,9.0
1995-01-31,masculino,mg,s,mestrado/doutorado,engenharia de software,2.0,3.0,3.0,0.0,1.0,1.0,3.0,1.0,0.0,2.0,1.0,1.0,3.0,1.0,2.0,3.0,0.0,1.0,1.0,2.0,3.0,2.0,1.0,3.0,1.0,2017,12.0,18.0,11.0
1996-05-31,masculino,ac,s,mestrado/doutorado,tecnologia da informação,2.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,2.0,3.0,1.0,0.0,0.0,2.0,1.0,1.0,2.0,3.0,2.0,2017,8.0,15.0,6.0
1974-05-09,feminino,sc,s,mestrado/doutorado,informática na educação,1.0,0.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,2017,6.0,11.0,6.0
1988-07-07,masculino,rs,s,mestrado/doutorado,inteligência artificial,2.0,1.0,2.0,1.0,2.0,1.0,3.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,2017,11.0,17.0,9.0
1983-03-31,masculino,rj,s,mestrado/doutorado,banco de dados,2.0,2.0,3.0,1.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,0.0,2.0,1.0,2017,9.0,15.0,11.0
1986-01-17,masculino,rn,s,mestrado/doutorado,linguagens de programação,1.0,0.0,2.0,1.0,2.0,1.0,2.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2017,6.0,12.0,9.0
1983-06-28,masculino,sc,s,mestrado/doutorado,engenharia de software,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0,2.0,0.0,2017,5.0,12.0,8.0
1987-06-15,feminino,go,s,mestrado/doutorado,engenharia de software,1.0,1.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,2017,5.0,13.0,6.0
1980-11-26,masculino,pr,n,mestrado/doutorado,sistemas de informação,,,,,,,,,,,,,,,,,,,,,,,,,,2017,0.0,0.0,0.0
1984-06-03,feminino,pr,s,mestrado/doutorado,aprendizado de máquina,2.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,0.0,1.0,1.0,3.0,1.0,2.0,3.0,1.0,2017,7.0,16.0,12.0
1975-09-14,masculino,rs,s,mestrado/doutorado,inteligência artificial,1.0,0.0,3.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2017,4.0,15.0,9.0
1986-04-13,masculino,rs,s,mestrado/doutorado,sistemas embarcados,1.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,2.0,0.0,2017,3.0,14.0,11.0
1979-05-24,feminino,pr,n,mestrado/doutorado,tecnologia da informação,,,,,,,,,,,,,,,,,,,,,,,,,,2017,0.0,0.0,0.0
1982-01-09,feminino,ac,n,mestrado/doutorado,sistemas de computação,,,,,,,,,,,,,,,,,,,,,,,,,,2017,0.0,0.0,0.0
1993-07-29,masculino,rn,s,mestrado/doutorado,engenharia de software,3.0,1.0,2.0,1.0,2.0,2.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,2.0,2017,8.0,13.0,9.0
1987-07-12,feminino,pr,s,mestrado/doutorado,modelagem computacional,3.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,2017,7.0,15.0,5.0
1993-02-01,feminino,ce,n,mestrado/doutorado,engenharia de software,,,,,,,,,,,,,,,,,,,,,,,,,,2017,0.0,0.0,0.0
1976-10-25,masculino,rj,s,mestrado/doutorado,engenharia de software,1.0,0.0,3.0,2.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,1.0,2.0,1.0,3.0,2.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,2.0,1.0,2017,8.0,13.0,9.0
1980-12-13,masculino,rn,n,mestrado/doutorado,informática na educação,,,,,,,,,,,,,,,,,,,,,,,,,,2017,0.0,0.0,0.0
1982-06-08,masculino,ba,s,mestrado/doutorado,sistemas inteligentes,2.0,0.0,2.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2017,4.0,9.0,6.0
1981-02-25,masculino,sp,s,mestrado/doutorado,computação aplicada,1.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,2.0,3.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,3.0,1.0,2.0,3.0,1.0,2017,7.0,16.0,8.0
1979-07-25,masculino,pa,s,mestrado/doutorado,engenharia de software,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,3.0,1.0,3.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,2.0,1.0,2017,10.0,11.0,8.0
1985-07-08,masculino,pa,n,mestrado/doutorado,redes de computadores,,,,,,,,,,,,,,,,,,,,,,,,,,2017,0.0,0.0,0.0
1995-06-20,masculino,pi,s,mestrado/doutorado,informática na educação,1.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,3.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,2017,8.0,12.0,8.0
1981-04-26,masculino,rs,s,mestrado/doutorado,sistemas embarcados,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,2.0,2.0,2017,8.0,11.0,9.0
1977-07-09,masculino,sp,s,mestrado/doutorado,inteligência artificial,1.0,0.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2017,4.0,10.0,10.0
1990-06-04,masculino,pe,n,mestrado/doutorado,computação visual,,,,,,,,,,,,,,,,,,,,,,,,,,2017,0.0,0.0,0.0
1991-07-26,masculino,rs,s,mestrado/doutorado,modelagem computacional,1.0,0.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,2.0,1.0,2017,8.0,11.0,9.0
1994-05-27,masculino,go,s,mestrado/doutorado,inteligência artificial,1.0,3.0,3.0,2.0,1.0,1.0,3.0,1.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2017,14.0,20.0,7.0
1987-02-09,masculino,ce,s,mestrado/doutorado,sistemas de informação,2.0,1.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,1.0,2.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,2.0,1.0,2017,8.0,12.0,9.0
1984-08-31,masculino,pa,s,mestrado/doutorado,engenharia de software,2.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2017,6.0,14.0,9.0
1995-06-13,masculino,mg,s,mestrado/doutorado,inteligência artificial,2.0,2.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,2.0,3.0,1.0,0.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,2017,10.0,17.0,7.0
1987-04-30,masculino,pi,s,mestrado/doutorado,sistemas de computação,2.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0,1.0,2017,8.0,14.0,7.0
1991-06-20,masculino,sp,s,mestrado/doutorado,aprendizado de máquina,2.0,1.0,3.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,2017,9.0,13.0,7.0
1987-05-31,masculino,rs,s,mestrado/doutorado,sistemas inteligentes,1.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,1.0,3.0,0.0,2.0,3.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,2017,5.0,13.0,10.0
1991-08-07,feminino,al,s,mestrado/doutorado,modelagem computacional,2.0,0.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,3.0,1.0,3.0,3.0,1.0,2017,6.0,17.0,8.0
1997-07-24,feminino,mg,s,mestrado/doutorado,aprendizado de máquina,3.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,2.0,0.0,2.0,2.0,2017,7.0,17.0,11.0
1993-02-15,masculino,pb,s,mestrado/doutorado,engenharia de software,2.0,2.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,2.0,0.0,2017,7.0,14.0,8.0
1988-12-28,masculino,sp,s,mestrado/doutorado,aprendizado de máquina,1.0,0.0,3.0,1.0,2.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,1.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,2.0,2.0,2017,7.0,15.0,7.0
1982-10-24,masculino,pb,s,mestrado/doutorado,sistemas de informação,2.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,2.0,0.0,2017,8.0,14.0,5.0
1996-05-07,masculino,pe,s,mestrado/doutorado,engenharia de software,3.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,2.0,0.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,0.0,2017,8.0,15.0,9.0
1991-09-05,masculino,sp,s,mestrado/doutorado,banco de dados,1.0,1.0,3.0,2.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,2017,7.0,15.0,7.0
1983-05-06,feminino,pr,s,mestrado/doutorado,sistemas de informação,1.0,0.0,2.0,1.0,0.0,1.0,3.0,1.0,0.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,2017,5.0,12.0,5.0
1987-11-05,masculino,es,s,mestrado/doutorado,sistemas de informação,2.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,0.0,2.0,1.0,1.0,2.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,3.0,2.0,1.0,2.0,2.0,2017,11.0,16.0,10.0
1993-06-21,feminino,es,s,mestrado/doutorado,sistemas de informação,2.0,0.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,2.0,0.0,2017,3.0,13.0,8.0
1989-12-24,masculino,pb,s,mestrado/doutorado,metodologias e técnicas de computação,1.0,1.0,2.0,1.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,2017,7.0,11.0,5.0
1995-06-09,masculino,sc,s,mestrado/doutorado,processamento paralelo e distribuído,3.0,3.0,3.0,1.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,1.0,3.0,1.0,3.0,1.0,0.0,2.0,1.0,2.0,3.0,3.0,2.0,3.0,2.0,2017,13.0,21.0,11.0
1997-03-22,masculino,go,s,mestrado/doutorado,sistemas de computação,2.0,0.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0,3.0,2017,8.0,11.0,6.0
1994-08-01,masculino,ms,s,mestrado/doutorado,inteligência artificial,2.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,3.0,0.0,2017,4.0,11.0,7.0
1995-02-15,masculino,mg,s,mestrado/doutorado,computação gráfica,1.0,1.0,3.0,1.0,1.0,1.0,3.0,0.0,0.0,1.0,0.0,2.0,3.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,3.0,2.0,2.0,2.0,2.0,2017,7.0,18.0,8.0
1990-05-17,masculino,am,n,mestrado/doutorado,otimização,,,,,,,,,,,,,,,,,,,,,,,,,,2017,0.0,0.0,0.0
1994-01-27,masculino,pb,s,mestrado/doutorado,engenharia de software,1.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,0.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,3.0,1.0,1.0,3.0,2.0,2017,8.0,18.0,14.0
1996-03-29,masculino,ce,n,mestrado/doutorado,otimização,,,,,,,,,,,,,,,,,,,,,,,,,,2017,0.0,0.0,0.0
1987-01-07,feminino,pi,s,mestrado/doutorado,sistemas de computação,3.0,2.0,3.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,2017,7.0,15.0,6.0
1990-08-10,masculino,es,s,mestrado/doutorado,redes de computadores,1.0,1.0,3.0,1.0,1.0,2.0,2.0,0.0,0.0,3.0,3.0,1.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,2017,10.0,15.0,9.0
1990-06-14,masculino,rs,s,mestrado/doutorado,engenharia de software,2.0,0.0,3.0,2.0,2.0,1.0,3.0,0.0,1.0,2.0,3.0,2.0,3.0,1.0,2.0,1.0,2.0,0.0,1.0,1.0,3.0,1.0,2.0,3.0,0.0,2017,7.0,22.0,12.0
1995-06-05,masculino,pr,s,mestrado/doutorado,inteligência artificial,2.0,2.0,3.0,3.0,0.0,1.0,3.0,0.0,0.0,1.0,2.0,2.0,3.0,1.0,1.0,3.0,0.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,2017,14.0,21.0,9.0
1994-04-01,masculino,rs,s,mestrado/doutorado,redes de computadores,2.0,2.0,3.0,1.0,2.0,2.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2017,8.0,16.0,9.0
1988-02-28,masculino,mg,s,mestrado/doutorado,inteligência artificial,2.0,0.0,2.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,0.0,1.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,2.0,2.0,2017,9.0,18.0,11.0
1993-04-18,masculino,ce,s,mestrado/doutorado,aplicações computacionais,2.0,0.0,3.0,2.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,2.0,3.0,0.0,3.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,2017,8.0,17.0,13.0
1994-12-12,masculino,pr,s,mestrado/doutorado,redes de computadores,1.0,2.0,2.0,2.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,2017,8.0,15.0,10.0
1993-01-20,masculino,sp,s,mestrado/doutorado,metodologias e técnicas de computação,2.0,2.0,3.0,1.0,0.0,2.0,3.0,1.0,0.0,2.0,1.0,2.0,2.0,0.0,3.0,2.0,0.0,1.0,0.0,1.0,3.0,1.0,0.0,2.0,1.0,2017,12.0,14.0,9.0
1995-04-11,masculino,rs,s,mestrado/doutorado,sistemas de computação,3.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,3.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,2017,7.0,21.0,11.0
1997-05-01,masculino,ce,s,mestrado/doutorado,sistemas de informação,2.0,3.0,3.0,3.0,2.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,3.0,2.0,2017,15.0,25.0,13.0
1981-03-27,masculino,pb,s,mestrado/doutorado,redes de computadores,2.0,0.0,2.0,2.0,1.0,1.0,2.0,1.0,0.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2017,5.0,16.0,9.0
1995-03-29,masculino,mg,s,mestrado/doutorado,visão computacional,2.0,2.0,3.0,1.0,3.0,1.0,2.0,1.0,0.0,2.0,0.0,2.0,3.0,1.0,3.0,2.0,0.0,0.0,1.0,3.0,3.0,2.0,2.0,3.0,2.0,2017,10.0,19.0,15.0
1994-03-24,masculino,sp,s,mestrado/doutorado,banco de dados,2.0,2.0,3.0,2.0,2.0,2.0,3.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,0.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2017,13.0,20.0,12.0
1988-01-25,masculino,pr,s,mestrado/doutorado,engenharia de software,1.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,2017,8.0,11.0,6.0
1982-06-27,masculino,sp,s,mestrado/doutorado,visão computacional,2.0,1.0,3.0,2.0,2.0,2.0,0.0,0.0,1.0,2.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,2.0,3.0,2017,10.0,13.0,10.0
1995-01-26,feminino,pi,n,mestrado/doutorado,computação aplicada,,,,,,,,,,,,,,,,,,,,,,,,,,2017,0.0,0.0,0.0
1979-02-02,masculino,pi,s,mestrado/doutorado,engenharia de software,1.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,2.0,0.0,2017,5.0,10.0,6.0
